assists,blockedFGAs,blocks,defReb,fouls,isHome,offReb,player.firstName,player.lastName,player.name,player.playerId,points,possessions,ppp,secondsPlayed,steals,team.fullName,team.teamId,turnovers,chargeCommitted,chargeTaken,personalFoulCommitted,personalFoulTaken,plusOne,gameId,fgMade,fgAttempt,shot3Made,shot3Attempt,ftMade,ftAttempt,totalReb,fgMissed,ftMissed,assistsTurnover,fgPercent,fgAttemptPercent,fgMissedPercent,shot2Attempt,shot2Made,shot2Missed,shot2Percent,shot3Missed,shot3Percent
0,0,0,2,3,,3,Lamont,West,Lamont West,56ad3e61d269224c4bd2b057,13,13,1.0,1980,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,3,2,0,5bd05720aeda719939f90ab0,4,11,2,8,3,4,5,7,1,0.0,0.36,0.36,0.64,3,2,1,0.67,6,0.25
0,0,0,0,0,,0,Logan,Routt,Logan Routt,56db676550238a1647612c27,0,1,0.0,360,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,0,0,0,5bd05720aeda719939f90ab0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
0,0,0,0,4,,2,James,Bolden,James Bolden,584aba27d95ef3f74c1c229b,31,21,1.4761904761904763,1560,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,1,0,0,4,6,1,5bd05720aeda719939f90ab0,10,17,4,9,7,8,2,7,1,0.0,0.59,0.59,0.41,8,6,2,0.75,5,0.44
2,0,0,1,3,,0,Chase,Harler,Chase Harler,584aba27d95ef3f74c1c229c,2,7,0.2857142857142857,1560,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,3,0,0,5bd05720aeda719939f90ab0,1,7,0,5,0,0,1,6,0,0.0,0.14,0.14,0.86,2,1,1,0.5,5,0.0
0,0,0,1,3,,0,Brandon,Knapper,Brandon Knapper,59ed8bfff934491175f00d58,0,4,0.0,600,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,2,0,0,3,0,0,5bd05720aeda719939f90ab0,0,2,0,2,0,0,1,2,0,0.0,0.0,0.0,1.0,0,0,0,0.0,2,0.0
1,0,2,11,3,,4,Derek,Culver,Derek Culver,5be6b22885d07ba97640bbd6,15,11,1.3636363636363635,1620,1,West Virginia Mountaineers,54457dd3300969b132fcfeb4,1,0,0,3,4,2,5bd05720aeda719939f90ab0,5,8,0,0,5,6,15,3,1,1.0,0.62,0.62,0.38,8,5,3,0.62,0,0.0
1,0,0,2,2,,0,Trey,Doomes,Trey Doomes,5be6b22885d07ba97640bbda,0,2,0.0,480,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,2,1,0,5bd05720aeda719939f90ab0,0,1,0,0,0,1,2,1,1,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
0,0,0,0,2,,4,Andrew,Gordon,Andrew Gordon,5be6b22885d07ba97640bbdd,2,5,0.4,420,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,2,1,0,5bd05720aeda719939f90ab0,1,4,0,0,0,1,4,3,1,0.0,0.25,0.25,0.75,4,1,3,0.25,0,0.0
0,0,0,6,3,,1,Jermaine,Haley,Jermaine Haley,5be6b22885d07ba97640bbe0,10,9,1.1111111111111112,2160,1,West Virginia Mountaineers,54457dd3300969b132fcfeb4,2,0,0,3,2,0,5bd05720aeda719939f90ab0,4,6,0,1,2,2,7,2,0,0.0,0.67,0.67,0.33,5,4,1,0.8,1,0.0
0,0,0,0,2,,1,Emmitt,Matthews jr,Emmitt Matthews jr,5be6b22885d07ba97640bbe4,4,5,0.8,600,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,2,1,0,5bd05720aeda719939f90ab0,1,4,0,1,2,2,1,3,0,0.0,0.25,0.25,0.75,3,1,2,0.33,1,0.0
3,0,0,0,1,,1,Jordan,Mccabe,Jordan Mccabe,5be6b22885d07ba97640bbe6,0,6,0.0,660,1,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,1,0,0,5bd05720aeda719939f90ab0,0,6,0,3,0,0,1,6,0,0.0,0.0,0.0,1.0,3,0,3,0.0,3,0.0
1,0,0,3,3,,0,Thomas,Dziagwa,Thomas Dziagwa,584aba29d95ef3f74c1c2592,11,6,1.8333333333333333,2100,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,3,1,1,5bd05720aeda719939f90ab0,4,6,3,4,0,1,3,2,1,0.0,0.67,0.67,0.33,2,1,1,0.5,1,0.75
3,0,1,7,4,,3,Cameron,McGriff,Cameron McGriff,584aba29d95ef3f74c1c2593,16,20,0.8,2100,1,Oklahoma State Cowboys,54457dd3300969b132fcfec9,1,0,0,4,7,1,5bd05720aeda719939f90ab0,5,14,0,2,6,9,10,9,3,3.0,0.36,0.36,0.64,12,5,7,0.42,2,0.0
3,0,0,2,2,,0,Lindy,Waters III,Lindy Waters III,584aba29d95ef3f74c1c2595,9,13,0.6923076923076923,2280,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,2,0,0,2,3,0,5bd05720aeda719939f90ab0,1,8,1,2,6,6,2,7,0,1.5,0.12,0.12,0.88,6,0,6,0.0,1,0.5
0,0,0,0,1,,0,Kentrevious,Jones,Kentrevious Jones,5be8162b85d07ba97612f008,2,1,2.0,300,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,1,0,0,5bd05720aeda719939f90ab0,1,1,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,1,1,0,1.0,0,0.0
0,0,0,1,3,,0,Curtis,Jones,Curtis Jones,5be8162b85d07ba97612f00b,15,10,1.5,960,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,3,1,0,5bd05720aeda719939f90ab0,5,9,3,6,2,2,1,4,0,0.0,0.56,0.56,0.44,3,2,1,0.67,3,0.5
0,0,0,1,3,,0,Maurce,Calloo,Maurce Calloo,5be8162b85d07ba97612f00d,5,2,2.5,660,1,Oklahoma State Cowboys,54457dd3300969b132fcfec9,1,0,0,3,0,0,5bd05720aeda719939f90ab0,2,2,1,1,0,0,1,0,0,0.0,1.0,1.0,0.0,1,1,0,1.0,0,1.0
0,0,0,1,0,,2,Duncan,Demuth,Duncan Demuth,5be8162b85d07ba97612f00f,2,4,0.5,720,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,1,0,0,0,0,0,5bd05720aeda719939f90ab0,1,3,0,0,0,0,3,2,0,0.0,0.33,0.33,0.67,3,1,2,0.33,0,0.0
3,0,0,9,1,,0,Isaac,Likekele,Isaac Likekele,5be8162b85d07ba97612f011,23,14,1.6428571428571428,2100,1,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,1,7,3,5bd05720aeda719939f90ab0,7,10,0,1,9,11,9,3,2,0.0,0.7,0.7,0.3,9,7,2,0.78,1,0.0
0,0,1,1,4,,3,Yor,Anei,Yor Anei,5be8162b85d07ba97612f013,2,4,0.5,720,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,4,1,0,5bd05720aeda719939f90ab0,1,3,0,0,0,2,4,2,2,0.0,0.33,0.33,0.67,3,1,2,0.33,0,0.0
0,0,0,0,0,,0,Michael,Weathers,Michael Weathers,5be8162b85d07ba97612f015,0,1,0.0,60,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,0,1,0,5bd05720aeda719939f90ab0,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,0,0.0,1,0.0
0,0,0,0,0,,0,"Luke ",Major,Luke  Major,5be8162b85d07ba97612f018,0,,,0,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,0,0,0,5bd05720aeda719939f90ab0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
0,0,0,6,1,,3,Dean,Wade,Dean Wade,5646c398d269224c4b1412a4,2,6,0.3333333333333333,1320,0,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,1,1,0,5bd025e2aeda7199399c14aa,1,5,0,0,0,0,9,4,0,0.0,0.2,0.2,0.8,5,1,4,0.2,0,0.0
4,0,0,1,0,,1,Kamau,Stokes,Kamau Stokes,5646c398d269224c4b1412a5,12,15,0.8,1740,0,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,0,1,0,5bd025e2aeda7199399c14aa,3,13,3,9,3,3,2,10,0,4.0,0.23,0.23,0.77,4,0,4,0.0,6,0.33
4,0,0,3,1,,0,Barry,Brown,Barry Brown,5646c398d269224c4b1412a7,23,24,0.9583333333333334,2160,0,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,1,4,0,5bd025e2aeda7199399c14aa,9,20,2,6,3,4,3,11,1,4.0,0.45,0.45,0.55,14,7,7,0.5,4,0.33
1,0,0,1,2,,3,Cartier,Diarra,Cartier Diarra,584aba2dd95ef3f74c1c2701,8,6,1.3333333333333333,1860,0,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,2,1,0,5bd025e2aeda7199399c14aa,2,4,2,3,2,2,4,2,0,1.0,0.5,0.5,0.5,1,0,1,0.0,1,0.67
2,0,3,4,1,,0,Xavier,Sneed,Xavier Sneed,584aba2dd95ef3f74c1c2705,3,5,0.6,2040,2,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,1,1,0,5bd025e2aeda7199399c14aa,1,3,0,2,1,2,4,2,1,2.0,0.33,0.33,0.67,1,1,0,1.0,2,0.0
1,0,0,3,4,,0,Mike,McGuirl,Mike McGuirl,59ed8c00f934491175f017ad,0,3,0.0,540,0,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,4,0,0,5bd025e2aeda7199399c14aa,0,2,0,1,0,0,3,2,0,1.0,0.0,0.0,1.0,1,0,1,0.0,1,0.0
0,0,0,2,2,,1,"Levi ",Stockard III,Levi  Stockard III,59ed8c00f934491175f017b1,3,3,1.0,840,1,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,2,2,1,5bd025e2aeda7199399c14aa,1,2,0,0,1,1,3,1,0,0.0,0.5,0.5,0.5,2,1,1,0.5,0,0.0
0,0,1,4,2,,1,Makol,Mawien,Makol Mawien,59ed8c00f934491175f017b3,7,9,0.7777777777777778,1200,0,Kansas State Wildcats,54457dd4300969b132fcff03,2,0,0,2,1,0,5bd025e2aeda7199399c14aa,3,6,0,1,1,2,5,3,1,0.0,0.5,0.5,0.5,5,3,2,0.6,1,0.0
0,0,0,0,3,,1,Shaun,Neal-Williams,Shaun Neal-Williams,5be68e4985d07ba976f9f62f,0,1,0.0,300,0,Kansas State Wildcats,54457dd4300969b132fcff03,0,0,0,3,0,0,5bd025e2aeda7199399c14aa,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
2,0,0,7,2,,3,King,Mcclure,King Mcclure,564733a0d269224c4b1415a8,4,9,0.4444444444444444,1680,2,Baylor Bears,54457dd4300969b132fcff0c,0,0,0,2,1,0,5bd01a2baeda7199397df4df,1,8,0,3,2,2,10,7,0,0.0,0.12,0.12,0.88,5,1,4,0.2,3,0.0
1,0,0,1,3,,8,Mark,Vital,Mark Vital,584aba2dd95ef3f74c1c274a,10,15,0.6666666666666666,1560,0,Baylor Bears,54457dd4300969b132fcff0c,0,0,0,3,3,0,5bd01a2baeda7199397df4df,5,13,0,2,0,4,9,8,4,0.0,0.38,0.38,0.62,11,5,6,0.45,2,0.0
3,0,1,4,3,,2,Mario,Kegler,Mario Kegler,59ed8c00f934491175f01912,5,11,0.45454545454545453,1860,2,Baylor Bears,54457dd4300969b132fcff0c,2,0,0,3,1,0,5bd01a2baeda7199397df4df,2,8,1,4,0,1,6,6,1,1.5,0.25,0.25,0.75,4,1,3,0.25,3,0.25
0,0,1,1,1,,2,Freddie,Gillespie,Freddie Gillespie,59ed8c00f934491175f01916,2,7,0.2857142857142857,780,2,Baylor Bears,54457dd4300969b132fcff0c,3,0,0,1,0,0,5bd01a2baeda7199397df4df,1,4,0,0,0,0,3,3,0,0.0,0.25,0.25,0.75,4,1,3,0.25,0,0.0
0,0,1,3,1,,3,"Flo ",Thamba,Flo  Thamba,5be39443aeda719939ff2fd0,6,5,1.2,780,1,Baylor Bears,54457dd4300969b132fcff0c,1,0,0,1,0,0,5bd01a2baeda7199397df4df,3,5,0,0,0,0,6,2,0,0.0,0.6,0.6,0.4,5,3,2,0.6,0,0.0
0,0,0,1,3,,1,Devonte,Bandoo,Devonte Bandoo,5be39443aeda719939ff2fd4,9,9,1.0,840,0,Baylor Bears,54457dd4300969b132fcff0c,2,0,0,3,2,1,5bd01a2baeda7199397df4df,3,6,2,4,1,1,2,3,0,0.0,0.5,0.5,0.5,2,1,1,0.5,2,0.5
2,0,0,1,4,,0,Makai,Mason,Makai Mason,5be39443aeda719939ff2fd6,11,17,0.6470588235294118,1920,0,Baylor Bears,54457dd4300969b132fcff0c,3,0,0,4,6,0,5bd01a2baeda7199397df4df,3,12,2,8,3,4,1,9,1,0.67,0.25,0.25,0.75,4,1,3,0.25,6,0.25
4,0,0,3,3,,1,Jared,Butler,Jared Butler,5be39443aeda719939ff2fd8,14,13,1.0769230769230769,1860,1,Baylor Bears,54457dd4300969b132fcff0c,3,0,0,3,1,0,5bd01a2baeda7199397df4df,4,9,4,8,2,2,4,5,0,1.33,0.44,0.44,0.56,1,0,1,0.0,4,0.5
1,0,0,1,3,,2,Matthew,Mayer,Matthew Mayer,5be39443aeda719939ff2fde,7,10,0.7,720,1,Baylor Bears,54457dd4300969b132fcff0c,0,0,0,3,1,1,5bd01a2baeda7199397df4df,3,10,0,2,1,1,3,7,0,0.0,0.3,0.3,0.7,8,3,5,0.38,2,0.0
4,0,1,2,3,,0,Kerwin,Roach Jr.,Kerwin Roach Jr.,5647dcd6d269224c4b141cf2,13,11,1.1818181818181819,1920,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,1,0,0,3,2,0,5bd0319baeda719939b048fb,4,11,3,8,2,2,2,7,0,4.0,0.36,0.36,0.64,3,1,2,0.33,5,0.38
1,0,0,5,2,,4,Dylan,Osetkowski,Dylan Osetkowski,584a98bed95ef3f74c17acf1,11,11,1.0,1740,1,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,1,0,0,2,2,1,5bd0319baeda719939b048fb,5,13,0,2,1,1,9,8,0,1.0,0.38,0.38,0.62,11,5,6,0.45,2,0.0
8,0,0,2,1,,2,Matt,Coleman,Matt Coleman,59afc0bb17120e9c9af4aaf9,16,10,1.6,2280,1,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,1,0,0,5bd0319baeda719939b048fb,7,12,2,3,0,0,4,5,0,0.0,0.58,0.58,0.42,9,5,4,0.56,1,0.67
0,0,0,3,2,,0,Jase,Febres,Jase Febres,59afc0bc17120e9c9af4ab14,12,14,0.8571428571428571,1680,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,1,0,0,2,0,0,5bd0319baeda719939b048fb,4,14,4,11,0,0,3,10,0,0.0,0.29,0.29,0.71,3,0,3,0.0,7,0.36
0,0,0,3,3,,4,Jericho,Sims,Jericho Sims,59afc0bc17120e9c9af4abbc,2,1,2.0,720,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,1,0,0,3,1,0,5bd0319baeda719939b048fb,0,0,0,0,2,2,7,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
0,0,0,2,0,,0,Elijah,Mitrou-Long,Elijah Mitrou-Long,59e692ef44b2b8aa7ea5f2e1,6,5,1.2,1200,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,1,0,0,0,0,0,5bd0319baeda719939b048fb,2,7,2,6,0,0,2,5,0,0.0,0.29,0.29,0.71,1,0,1,0.0,4,0.33
5,0,0,5,2,,1,Courtney,Ramey,Courtney Ramey,5be3360eaeda719939abfe5d,10,6,1.6666666666666667,1440,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,2,1,0,5bd0319baeda719939b048fb,3,7,2,4,2,2,6,4,0,0.0,0.43,0.43,0.57,3,1,2,0.33,2,0.5
1,0,1,2,5,,2,Jaxson,Hayes,Jaxson Hayes,5be3360eaeda719939abfe62,8,5,1.6,1020,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,5,0,0,5bd0319baeda719939b048fb,4,5,0,0,0,0,4,1,0,0.0,0.8,0.8,0.2,5,4,1,0.8,0,0.0
4,0,0,4,0,,0,Lagerald,Vick,Lagerald Vick,5646bc1cd269224c4b141254,21,12,1.75,1920,1,Kansas Jayhawks,54457dd3300969b132fcfe9b,0,0,0,0,2,0,5bd0319baeda719939b048fb,7,14,5,8,2,2,4,7,0,0.0,0.5,0.5,0.5,6,2,4,0.33,3,0.62
0,0,0,0,1,,0,Mitch,Lightfoot,Mitch Lightfoot,584a9c11d95ef3f74c17e449,0,2,0.0,360,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,0,0,0,1,1,0,5bd0319baeda719939b048fb,0,1,0,0,0,2,0,1,2,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
3,0,1,2,2,,0,Marcus,Garrett,Marcus Garrett,59ed8bfef934491175f00a08,20,12,1.6666666666666667,2100,3,Kansas Jayhawks,54457dd3300969b132fcfe9b,2,0,0,2,3,0,5bd0319baeda719939b048fb,8,11,3,4,1,4,2,3,3,1.5,0.73,0.73,0.27,7,5,2,0.71,1,0.75
0,0,0,8,3,,0,Dedric,Lawson,Dedric Lawson,59ed8bfef934491175f00a09,17,10,1.7,1560,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,0,0,0,3,4,0,5bd0319baeda719939b048fb,6,8,0,0,5,8,8,2,3,0.0,0.75,0.75,0.25,8,6,2,0.75,0,0.0
0,0,0,0,0,,0,Charlie,Moore,Charlie Moore,59ed8bfef934491175f00a0d,0,1,0.0,180,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,0,0,0,0,0,0,5bd0319baeda719939b048fb,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,0,0.0,1,0.0
0,0,0,2,1,,0,Quentin,Grimes,Quentin Grimes,5be2500daeda71993913aa6c,6,4,1.5,1740,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,1,0,0,1,0,0,5bd0319baeda719939b048fb,2,5,2,5,0,0,2,3,0,0.0,0.4,0.4,0.6,0,0,0,0.0,3,0.4
5,0,0,4,2,,1,Devon,Dotson,Devon Dotson,5be2500daeda71993913aa70,10,6,1.6666666666666667,2160,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,0,0,0,2,1,0,5bd0319baeda719939b048fb,3,6,1,2,3,4,5,3,1,0.0,0.5,0.5,0.5,4,2,2,0.5,1,0.5
2,0,0,4,1,,0,Ochai,Agbaji,Ochai Agbaji,5be2500daeda71993913aa74,4,5,0.8,1500,1,Kansas Jayhawks,54457dd3300969b132fcfe9b,0,0,0,1,1,0,5bd0319baeda719939b048fb,2,5,0,2,0,0,4,3,0,0.0,0.4,0.4,0.6,3,2,1,0.67,2,0.0
0,0,0,1,2,,3,David,McCormack,David McCormack,5be2500daeda71993913aa76,2,5,0.4,480,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,1,0,0,2,3,0,5bd0319baeda719939b048fb,1,3,0,0,0,1,4,2,1,0.0,0.33,0.33,0.67,3,1,2,0.33,0,0.0
1,0,0,0,1,,0,Thomas,Dziagwa,Thomas Dziagwa,584aba29d95ef3f74c1c2592,9,8,1.125,1920,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,0,0,0,5bd02006aeda7199398f037a,3,10,3,7,0,0,0,7,0,0.0,0.3,0.3,0.7,3,0,3,0.0,4,0.43
3,0,2,5,0,,5,Cameron,McGriff,Cameron McGriff,584aba29d95ef3f74c1c2593,15,14,1.0714285714285714,1740,2,Oklahoma State Cowboys,54457dd3300969b132fcfec9,2,0,0,0,0,0,5bd02006aeda7199398f037a,3,10,3,8,6,8,10,7,2,1.5,0.3,0.3,0.7,2,0,2,0.0,5,0.38
2,0,2,3,1,,2,Lindy,Waters III,Lindy Waters III,584aba29d95ef3f74c1c2595,11,6,1.8333333333333333,1860,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,2,0,0,0,0,0,5bd02006aeda7199398f037a,4,7,3,4,0,0,5,3,0,1.0,0.57,0.57,0.43,3,1,2,0.33,1,0.75
1,0,0,2,0,,0,Curtis,Jones,Curtis Jones,5be8162b85d07ba97612f00b,18,13,1.3846153846153846,1080,2,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,0,0,0,5bd02006aeda7199398f037a,7,13,4,8,0,0,2,6,0,0.0,0.54,0.54,0.46,5,3,2,0.6,4,0.5
0,0,0,0,1,,1,Maurce,Calloo,Maurce Calloo,5be8162b85d07ba97612f00d,0,5,0.0,840,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,0,0,0,5bd02006aeda7199398f037a,0,5,0,1,0,0,1,5,0,0.0,0.0,0.0,1.0,4,0,4,0.0,1,0.0
1,0,0,0,3,,0,Duncan,Demuth,Duncan Demuth,5be8162b85d07ba97612f00f,0,2,0.0,480,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,0,0,0,5bd02006aeda7199398f037a,0,2,0,0,0,0,0,2,0,0.0,0.0,0.0,1.0,2,0,2,0.0,0,0.0
5,0,1,7,1,,1,Isaac,Likekele,Isaac Likekele,5be8162b85d07ba97612f011,0,4,0.0,1560,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,3,0,0,0,0,0,5bd02006aeda7199398f037a,0,2,0,0,0,1,8,2,1,1.67,0.0,0.0,1.0,2,0,2,0.0,0,0.0
1,0,2,1,4,,1,Yor,Anei,Yor Anei,5be8162b85d07ba97612f013,11,4,2.75,1440,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,0,0,1,5bd02006aeda7199398f037a,3,4,0,0,5,5,2,1,0,0.0,0.75,0.75,0.25,4,3,1,0.75,0,0.0
3,0,0,4,1,,2,Michael,Weathers,Michael Weathers,5be8162b85d07ba97612f015,5,7,0.7142857142857143,1080,1,Oklahoma State Cowboys,54457dd3300969b132fcfec9,3,0,0,0,0,1,5bd02006aeda7199398f037a,2,4,0,1,1,3,6,2,2,1.0,0.5,0.5,0.5,3,2,1,0.67,1,0.0
4,0,0,7,1,,2,King,Mcclure,King Mcclure,564733a0d269224c4b1415a8,29,14,2.0714285714285716,2280,0,Baylor Bears,54457dd4300969b132fcff0c,1,0,0,0,0,0,5bd02006aeda7199398f037a,9,14,7,11,4,4,9,5,0,4.0,0.64,0.64,0.36,3,2,1,0.67,4,0.64
5,0,1,7,1,,6,Mark,Vital,Mark Vital,584aba2dd95ef3f74c1c274a,5,6,0.8333333333333334,1920,2,Baylor Bears,54457dd4300969b132fcff0c,2,0,0,0,0,1,5bd02006aeda7199398f037a,2,8,0,0,1,1,13,6,0,2.5,0.25,0.25,0.75,8,2,6,0.25,0,0.0
0,0,3,2,3,,1,Mario,Kegler,Mario Kegler,59ed8c00f934491175f01912,1,5,0.2,1020,0,Baylor Bears,54457dd4300969b132fcff0c,2,0,0,0,0,0,5bd02006aeda7199398f037a,0,4,0,0,1,4,3,4,3,0.0,0.0,0.0,1.0,4,0,4,0.0,0,0.0
0,0,0,1,2,,1,Freddie,Gillespie,Freddie Gillespie,59ed8c00f934491175f01916,4,2,2.0,540,1,Baylor Bears,54457dd4300969b132fcff0c,0,0,0,0,0,0,5bd02006aeda7199398f037a,0,0,0,0,4,4,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
1,0,1,0,2,,0,"Flo ",Thamba,Flo  Thamba,5be39443aeda719939ff2fd0,2,3,0.6666666666666666,1260,0,Baylor Bears,54457dd4300969b132fcff0c,2,0,0,0,0,0,5bd02006aeda7199398f037a,1,1,0,0,0,0,0,0,0,0.5,1.0,1.0,0.0,1,1,0,1.0,0,0.0
0,0,1,2,1,,0,Devonte,Bandoo,Devonte Bandoo,5be39443aeda719939ff2fd4,3,7,0.42857142857142855,1080,0,Baylor Bears,54457dd4300969b132fcff0c,2,0,0,0,0,0,5bd02006aeda7199398f037a,1,5,1,2,0,0,2,4,0,0.0,0.2,0.2,0.8,3,0,3,0.0,1,0.5
2,0,0,2,4,,0,Makai,Mason,Makai Mason,5be39443aeda719939ff2fd6,13,11,1.1818181818181819,1680,0,Baylor Bears,54457dd4300969b132fcff0c,2,0,0,0,0,0,5bd02006aeda7199398f037a,4,10,3,5,2,2,2,6,0,1.0,0.4,0.4,0.6,5,1,4,0.2,2,0.6
4,0,0,3,3,,0,Jared,Butler,Jared Butler,5be39443aeda719939ff2fd8,16,12,1.3333333333333333,2100,1,Baylor Bears,54457dd4300969b132fcff0c,2,0,0,0,0,0,5bd02006aeda7199398f037a,6,12,4,7,0,0,3,6,0,2.0,0.5,0.5,0.5,5,2,3,0.4,3,0.57
0,0,0,0,0,,0,Matthew,Mayer,Matthew Mayer,5be39443aeda719939ff2fde,0,1,0.0,120,1,Baylor Bears,54457dd4300969b132fcff0c,0,0,0,0,0,0,5bd02006aeda7199398f037a,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
5,0,0,3,0,,0,JD,Miller,JD Miller,5647ef9ad269224c4b141df3,13,11,1.1818181818181819,2100,3,TCU Horned Frogs,54457dd3300969b132fcfea0,1,0,0,0,6,1,5bd05bd0aeda71993902326d,4,7,1,2,4,6,3,3,2,5.0,0.57,0.57,0.43,5,3,2,0.6,1,0.5
0,0,1,3,3,,5,Desmond,Bane,Desmond Bane,584a9c11d95ef3f74c17e44c,26,21,1.2380952380952381,2040,2,TCU Horned Frogs,54457dd3300969b132fcfea0,2,0,0,3,2,1,5bd05bd0aeda71993902326d,11,18,3,5,1,3,8,7,2,0.0,0.61,0.61,0.39,13,8,5,0.62,2,0.6
1,0,0,2,5,,0,Kouat,Noi,Kouat Noi,584a9c11d95ef3f74c17e44f,12,12,1.0,1080,1,TCU Horned Frogs,54457dd3300969b132fcfea0,1,0,0,5,1,0,5bd05bd0aeda71993902326d,4,10,2,6,2,2,2,6,0,1.0,0.4,0.4,0.6,4,2,2,0.5,4,0.33
10,0,1,4,2,,1,Alex,Robinson,Alex Robinson,584a9c11d95ef3f74c17e450,14,14,1.0,1920,2,TCU Horned Frogs,54457dd3300969b132fcfea0,3,0,0,2,5,0,5bd05bd0aeda71993902326d,2,7,2,5,8,9,5,5,1,3.33,0.29,0.29,0.71,2,0,2,0.0,3,0.4
0,0,1,4,2,,2,Lat,Mayen,Lat Mayen,59ed8bfef934491175f00aa5,12,10,1.2,1560,2,TCU Horned Frogs,54457dd3300969b132fcfea0,2,0,0,2,4,0,5bd05bd0aeda71993902326d,3,6,3,6,3,4,6,3,1,0.0,0.5,0.5,0.5,0,0,0,0.0,3,0.5
0,0,3,4,5,,5,Kevin,Samuel,Kevin Samuel,59ed8bfef934491175f00aa6,10,9,1.1111111111111112,1500,0,TCU Horned Frogs,54457dd3300969b132fcfea0,1,0,0,5,4,0,5bd05bd0aeda71993902326d,3,5,0,0,4,7,9,2,3,0.0,0.6,0.6,0.4,5,3,2,0.6,0,0.0
4,0,0,2,4,,0,Kendric,Davis,Kendric Davis,5be3e53baeda719939c89ed5,7,8,0.875,1440,1,TCU Horned Frogs,54457dd3300969b132fcfea0,1,0,0,4,1,0,5bd05bd0aeda71993902326d,2,6,1,2,2,2,2,4,0,4.0,0.33,0.33,0.67,4,1,3,0.25,1,0.5
