assists,blockedFGAs,blocks,defReb,fouls,isHome,offReb,player.firstName,player.lastName,player.name,player.playerId,points,possessions,ppp,secondsPlayed,steals,team.fullName,team.teamId,turnovers,chargeCommitted,chargeTaken,personalFoulCommitted,personalFoulTaken,plusOne,gameId,fgMade,fgAttempt,shot3Made,shot3Attempt,ftMade,ftAttempt,totalReb,fgMissed,ftMissed,assistsTurnover,fgPercent,fgAttemptPercent,fgMissedPercent,shot2Attempt,shot2Made,shot2Missed,shot2Percent,shot3Missed,shot3Percent
4,0,0,2,5,,1,Kerwin,Roach Jr.,Kerwin Roach Jr.,5647dcd6d269224c4b141cf2,10,9,1.1111111111111112,1260,1,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,2,0,0,5,1,0,5bd04203aeda719939caccc0,4,7,2,3,0,0,3,3,0,2.0,0.57,0.57,0.43,4,2,2,0.5,1,0.67
3,0,0,6,2,,0,Dylan,Osetkowski,Dylan Osetkowski,584a98bed95ef3f74c17acf1,6,8,0.75,1680,2,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,1,0,0,2,2,0,5bd04203aeda719939caccc0,1,5,1,3,3,4,6,4,1,3.0,0.2,0.2,0.8,2,0,2,0.0,2,0.33
7,0,0,0,2,,1,Matt,Coleman,Matt Coleman,59afc0bb17120e9c9af4aaf9,6,10,0.6,2040,1,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,1,0,0,2,0,0,5bd04203aeda719939caccc0,3,9,0,2,0,0,1,6,0,7.0,0.33,0.33,0.67,7,3,4,0.43,2,0.0
0,0,0,4,0,,0,Jase,Febres,Jase Febres,59afc0bc17120e9c9af4ab14,23,12,1.9166666666666667,1740,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,2,0,0,0,1,1,5bd04203aeda719939caccc0,8,10,7,9,0,1,4,2,1,0.0,0.8,0.8,0.2,1,1,0,1.0,2,0.78
0,0,0,0,0,,0,Jericho,Sims,Jericho Sims,59afc0bc17120e9c9af4abbc,0,,,120,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,0,0,0,5bd04203aeda719939caccc0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
0,0,0,0,1,,0,Royce,Hamm,Royce Hamm,59afc0bc17120e9c9af4abce,0,,,120,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,1,0,0,5bd04203aeda719939caccc0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
2,0,0,4,1,,0,Elijah,Mitrou-Long,Elijah Mitrou-Long,59e692ef44b2b8aa7ea5f2e1,6,9,0.6666666666666666,1200,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,2,0,0,1,0,0,5bd04203aeda719939caccc0,2,7,2,5,0,0,4,5,0,1.0,0.29,0.29,0.71,2,0,2,0.0,3,0.4
3,0,0,3,2,,0,Courtney,Ramey,Courtney Ramey,5be3360eaeda719939abfe5d,4,6,0.6666666666666666,1440,2,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,2,0,0,2,1,0,5bd04203aeda719939caccc0,1,3,1,2,1,2,3,2,1,1.5,0.33,0.33,0.67,1,0,1,0.0,1,0.5
0,0,0,0,0,,0,Drayton,Whiteside,Drayton Whiteside,5be3360eaeda719939abfe60,0,,,0,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,0,0,0,5bd04203aeda719939caccc0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
1,0,2,7,2,,4,Jaxson,Hayes,Jaxson Hayes,5be3360eaeda719939abfe62,9,6,1.5,1860,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,2,2,0,5bd04203aeda719939caccc0,3,4,0,0,3,4,11,1,1,0.0,0.75,0.75,0.25,4,3,1,0.75,0,0.0
0,0,0,0,0,,0,Blake,Nevins,Blake Nevins,5be3360eaeda719939abfe64,0,,,0,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,0,0,0,5bd04203aeda719939caccc0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
0,0,2,1,0,,0,Kamaka,Hepa,Kamaka Hepa,5be3360eaeda719939abfe68,3,3,1.0,540,0,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,0,0,0,0,0,0,5bd04203aeda719939caccc0,1,3,1,3,0,0,1,2,0,0.0,0.33,0.33,0.67,0,0,0,0.0,2,0.33
4,0,0,5,1,,0,Nick,Weilet-Babb,Nick Weilet-Babb,584aba25d95ef3f74c1c21cc,15,12,1.25,2220,3,Iowa State Cyclones,54457dd3300969b132fcfe95,2,0,0,1,3,0,5bd02bbdaeda719939a79971,5,8,2,4,3,4,5,3,1,2.0,0.62,0.62,0.38,4,3,1,0.75,2,0.5
0,0,0,0,0,,1,Solomon,Young,Solomon Young,584aba25d95ef3f74c1c21d3,0,1,0.0,300,0,Iowa State Cyclones,54457dd3300969b132fcfe95,0,0,0,0,0,0,5bd02bbdaeda719939a79971,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
1,0,2,2,4,,1,Cameron,Lard,Cameron Lard,59ed8bfef934491175f00924,4,6,0.6666666666666666,960,0,Iowa State Cyclones,54457dd3300969b132fcfe95,1,0,0,4,1,0,5bd02bbdaeda719939a79971,2,4,0,0,0,1,3,2,1,1.0,0.5,0.5,0.5,4,2,2,0.5,0,0.0
2,0,0,7,4,,1,Lindell,Wigginton,Lindell Wigginton,59ed8bfef934491175f00925,17,16,1.0625,1800,1,Iowa State Cyclones,54457dd3300969b132fcfe95,2,0,0,4,6,1,5bd02bbdaeda719939a79971,4,9,1,6,8,11,8,5,3,1.0,0.44,0.44,0.56,3,3,0,1.0,5,0.17
0,0,0,0,0,,0,Terrence,Lewis,Terrence Lewis,59ed8bfef934491175f00926,0,1,0.0,120,0,Iowa State Cyclones,54457dd3300969b132fcfe95,0,0,0,0,0,0,5bd02bbdaeda719939a79971,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,0,0.0,1,0.0
3,0,0,2,1,,4,Marial,Shayok,Marial Shayok,59ed8bfef934491175f00927,17,22,0.7727272727272727,2160,1,Iowa State Cyclones,54457dd3300969b132fcfe95,2,0,0,1,4,0,5bd02bbdaeda719939a79971,4,17,3,11,6,6,6,13,0,1.5,0.24,0.24,0.76,6,1,5,0.17,8,0.27
0,0,0,2,2,,1,Michael,Jacobson,Michael Jacobson,59ed8bfef934491175f00928,4,8,0.5,1140,1,Iowa State Cyclones,54457dd3300969b132fcfe95,2,0,0,2,3,1,5bd02bbdaeda719939a79971,1,5,0,1,2,3,3,4,1,0.0,0.2,0.2,0.8,4,1,3,0.25,1,0.0
0,0,0,0,0,,0,Zoran,Talley Jr,Zoran Talley Jr,59ed8bfef934491175f00929,0,,,60,0,Iowa State Cyclones,54457dd3300969b132fcfe95,0,0,0,0,0,0,5bd02bbdaeda719939a79971,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
2,0,1,3,3,,1,Talen,Horton-Tucker,Talen Horton-Tucker,5be2c773aeda719939198964,0,4,0.0,900,0,Iowa State Cyclones,54457dd3300969b132fcfe95,0,0,0,3,0,0,5bd02bbdaeda719939a79971,0,4,0,1,0,0,4,4,0,0.0,0.0,0.0,1.0,3,0,3,0.0,1,0.0
3,0,2,4,0,,0,Tyrese,Haliburton,Tyrese Haliburton,5be2c773aeda71993919896b,12,7,1.7142857142857142,2340,1,Iowa State Cyclones,54457dd3300969b132fcfe95,1,0,0,0,0,0,5bd02bbdaeda719939a79971,4,6,4,6,0,0,4,2,0,3.0,0.67,0.67,0.33,0,0,0,0.0,2,0.67
1,0,1,4,1,,0,Lagerald,Vick,Lagerald Vick,5646bc1cd269224c4b141254,12,16,0.75,1500,3,Kansas Jayhawks,54457dd3300969b132fcfe9b,4,0,0,1,1,1,5bd0319baeda719939b048f3,5,12,2,7,0,1,4,7,1,0.25,0.42,0.42,0.58,5,3,2,0.6,5,0.29
0,0,2,6,2,,3,Udoka,Azubuike,Udoka Azubuike,584a9c11d95ef3f74c17e448,8,7,1.1428571428571428,1380,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,1,0,0,2,1,0,5bd0319baeda719939b048f3,4,5,0,0,0,1,9,1,1,0.0,0.8,0.8,0.2,5,4,1,0.8,0,0.0
0,0,0,0,0,,1,Mitch,Lightfoot,Mitch Lightfoot,584a9c11d95ef3f74c17e449,0,,,240,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,0,0,0,0,0,0,5bd0319baeda719939b048f3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
5,0,0,1,2,,0,Marcus,Garrett,Marcus Garrett,59ed8bfef934491175f00a08,5,6,0.8333333333333334,1680,1,Kansas Jayhawks,54457dd3300969b132fcfe9b,1,0,0,2,2,0,5bd0319baeda719939b048f3,1,3,0,1,3,4,1,2,1,5.0,0.33,0.33,0.67,2,1,1,0.5,1,0.0
1,0,3,11,2,,4,Dedric,Lawson,Dedric Lawson,59ed8bfef934491175f00a09,13,18,0.7222222222222222,2220,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,1,0,0,2,2,1,5bd0319baeda719939b048f3,6,17,0,3,1,1,15,11,0,1.0,0.35,0.35,0.65,14,6,8,0.43,3,0.0
1,0,0,2,1,,1,Charlie,Moore,Charlie Moore,59ed8bfef934491175f00a0d,2,6,0.3333333333333333,780,1,Kansas Jayhawks,54457dd3300969b132fcfe9b,0,0,0,1,2,0,5bd0319baeda719939b048f3,0,4,0,1,2,4,3,4,2,0.0,0.0,0.0,1.0,3,0,3,0.0,1,0.0
0,0,0,0,0,,0,K.J.,Lawson,K.J. Lawson,59ed8bfef934491175f00a0e,0,1,0.0,60,0,Kansas Jayhawks,54457dd3300969b132fcfe9b,1,0,0,0,0,0,5bd0319baeda719939b048f3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
1,0,0,0,4,,2,Quentin,Grimes,Quentin Grimes,5be2500daeda71993913aa6c,14,15,0.9333333333333333,2100,1,Kansas Jayhawks,54457dd3300969b132fcfe9b,3,0,0,4,2,1,5bd0319baeda719939b048f3,6,11,1,6,1,3,2,5,2,0.33,0.55,0.55,0.45,5,5,0,1.0,5,0.17
1,0,0,5,4,,0,Devon,Dotson,Devon Dotson,5be2500daeda71993913aa70,16,15,1.0666666666666667,1680,4,Kansas Jayhawks,54457dd3300969b132fcfe9b,2,0,0,4,6,2,5bd0319baeda719939b048f3,4,10,1,3,7,8,5,6,1,0.5,0.4,0.4,0.6,7,3,4,0.43,2,0.33
0,0,0,0,1,,1,David,McCormack,David McCormack,5be2500daeda71993913aa76,0,2,0.0,360,1,Kansas Jayhawks,54457dd3300969b132fcfe9b,1,0,0,1,0,0,5bd0319baeda719939b048f3,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
0,0,2,2,5,,1,Norense,Odiase,Norense Odiase,545d3d5d3ad33bf4a9d70457,4,4,1.0,1140,1,Texas Tech Red Raiders,54457dd3300969b132fcfead,2,0,0,5,2,0,5bd06405aeda7199391283ea,1,1,0,0,2,2,3,0,0,0.0,1.0,1.0,0.0,1,1,0,1.0,0,0.0
1,0,0,4,1,,0,Brandone,Francis,Brandone Francis,584aba26d95ef3f74c1c2265,8,13,0.6153846153846154,1800,4,Texas Tech Red Raiders,54457dd3300969b132fcfead,2,0,0,1,3,1,5bd06405aeda7199391283ea,3,10,1,4,1,3,4,7,2,0.5,0.3,0.3,0.7,6,2,4,0.33,3,0.25
2,0,0,6,4,,0,Jarrett,Culver,Jarrett Culver,59ed8bfef934491175f00c76,18,13,1.3846153846153846,1320,1,Texas Tech Red Raiders,54457dd3300969b132fcfead,2,0,0,4,4,0,5bd06405aeda7199391283ea,6,8,0,0,6,6,6,2,0,1.0,0.75,0.75,0.25,8,6,2,0.75,0,0.0
0,0,0,2,0,,0,Davide,Moretti,Davide Moretti,59ed8bfef934491175f00c78,12,10,1.2,2040,3,Texas Tech Red Raiders,54457dd3300969b132fcfead,0,0,0,0,2,1,5bd06405aeda7199391283ea,4,9,2,5,2,3,2,5,1,0.0,0.44,0.44,0.56,4,2,2,0.5,3,0.4
0,0,0,1,5,,2,Kyler,Edwards,Kyler Edwards,5be34a3aaeda7199390a33a3,0,8,0.0,1920,2,Texas Tech Red Raiders,54457dd3300969b132fcfead,2,0,0,5,1,0,5bd06405aeda7199391283ea,0,5,0,1,0,1,3,5,1,0.0,0.0,0.0,1.0,4,0,4,0.0,1,0.0
1,0,0,3,2,,1,Deshawn,Corprew,Deshawn Corprew,5be34a3aaeda7199390a33a6,2,8,0.25,1020,0,Texas Tech Red Raiders,54457dd3300969b132fcfead,2,0,0,2,0,0,5bd06405aeda7199391283ea,1,6,0,2,0,0,4,5,0,0.5,0.17,0.17,0.83,4,1,3,0.25,2,0.0
0,0,2,1,5,,3,"Tariq ",Owens,Tariq  Owens,5be34a3aaeda7199390a33a8,4,4,1.0,720,0,Texas Tech Red Raiders,54457dd3300969b132fcfead,0,0,0,5,1,0,5bd06405aeda7199391283ea,1,3,0,1,2,2,4,2,0,0.0,0.33,0.33,0.67,2,1,1,0.5,1,0.0
1,0,0,3,3,,0,Matt,Mooney,Matt Mooney,5be34a3aaeda7199390a33a9,14,18,0.7777777777777778,2040,1,Texas Tech Red Raiders,54457dd3300969b132fcfead,3,0,0,3,5,1,5bd06405aeda7199391283ea,5,13,0,5,4,7,3,8,3,0.33,0.38,0.38,0.62,8,5,3,0.62,5,0.0
0,0,0,0,0,,1,Jamuni,McNeace,Jamuni McNeace,54558487300969b132017230,0,1,0.0,120,0,Oklahoma Sooners,54457dd3300969b132fcfeb3,0,0,0,0,0,0,5bd0319baeda719939b048f3,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
2,0,0,12,2,,0,Christian,James,Christian James,564d3d9bd269224c4b1447c3,11,19,0.5789473684210527,2220,2,Oklahoma Sooners,54457dd3300969b132fcfeb3,2,0,0,2,2,0,5bd0319baeda719939b048f3,4,15,1,7,2,4,12,11,2,1.0,0.27,0.27,0.73,8,3,5,0.38,6,0.14
0,0,1,0,2,,1,Rashard,Odomes,Rashard Odomes,564d3d9bd269224c4b1447c4,0,4,0.0,720,0,Oklahoma Sooners,54457dd3300969b132fcfeb3,3,0,0,2,0,0,5bd0319baeda719939b048f3,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0,0,0,0.0,1,0.0
0,0,0,0,1,,1,Matt,Freeman,Matt Freeman,584aba27d95ef3f74c1c2294,0,5,0.0,900,0,Oklahoma Sooners,54457dd3300969b132fcfeb3,1,0,0,1,0,0,5bd0319baeda719939b048f3,0,4,0,4,0,0,1,4,0,0.0,0.0,0.0,1.0,0,0,0,0.0,4,0.0
2,0,0,7,4,,1,Kristian,Doolittle,Kristian Doolittle,584aba27d95ef3f74c1c2295,12,15,0.8,1920,0,Oklahoma Sooners,54457dd3300969b132fcfeb3,2,0,0,4,3,1,5bd0319baeda719939b048f3,5,12,0,0,2,3,8,7,1,1.0,0.42,0.42,0.58,12,5,7,0.42,0,0.0
0,0,1,6,0,,5,Brady,Manek,Brady Manek,59afc0e217120e9c9af50920,16,15,1.0666666666666667,1920,1,Oklahoma Sooners,54457dd3300969b132fcfeb3,0,0,0,0,4,1,5bd0319baeda719939b048f3,6,13,1,4,3,5,11,7,2,0.0,0.46,0.46,0.54,9,5,4,0.56,3,0.25
0,0,0,0,1,,0,Jamal,Bieniemy,Jamal Bieniemy,5be6ed1b85d07ba976d28fed,7,4,1.75,780,0,Oklahoma Sooners,54457dd3300969b132fcfeb3,0,0,0,1,0,0,5bd0319baeda719939b048f3,3,3,1,1,0,0,0,0,0,0.0,1.0,1.0,0.0,2,2,0,1.0,0,1.0
3,0,0,1,2,,0,Aaron,Calixte,Aaron Calixte,5be6ed1b85d07ba976d28ff0,10,12,0.8333333333333334,1620,0,Oklahoma Sooners,54457dd3300969b132fcfeb3,4,0,0,2,0,0,5bd0319baeda719939b048f3,4,8,2,4,0,0,1,4,0,0.75,0.5,0.5,0.5,4,2,2,0.5,2,0.5
2,0,0,2,5,,1,Miles,Reynolds,Miles Reynolds,5be6ed1b85d07ba976d28ff8,7,9,0.7777777777777778,1800,2,Oklahoma Sooners,54457dd3300969b132fcfeb3,4,0,0,5,1,1,5bd0319baeda719939b048f3,3,5,0,1,1,1,3,2,0,0.5,0.6,0.6,0.4,4,3,1,0.75,1,0.0
2,0,1,3,3,,2,Esa,Ahmad,Esa Ahmad,5646e558d269224c4b141362,6,11,0.5454545454545454,1680,1,West Virginia Mountaineers,54457dd3300969b132fcfeb4,4,0,0,3,6,1,5bd06405aeda7199391283ea,1,4,0,0,4,7,5,3,3,0.5,0.25,0.25,0.75,4,1,3,0.25,0,0.0
0,0,0,3,2,,4,Lamont,West,Lamont West,56ad3e61d269224c4bd2b057,22,16,1.375,1800,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,4,0,0,2,4,0,5bd06405aeda7199391283ea,6,9,4,7,6,8,7,3,2,0.0,0.67,0.67,0.33,2,2,0,1.0,3,0.57
0,0,0,1,2,,1,Logan,Routt,Logan Routt,56db676550238a1647612c27,2,2,1.0,420,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,2,0,0,5bd06405aeda7199391283ea,1,2,0,0,0,0,2,1,0,0.0,0.5,0.5,0.5,2,1,1,0.5,0,0.0
0,0,1,1,1,,1,James,Bolden,James Bolden,584aba27d95ef3f74c1c229b,9,13,0.6923076923076923,1200,1,West Virginia Mountaineers,54457dd3300969b132fcfeb4,5,0,0,1,2,1,5bd06405aeda7199391283ea,4,8,0,4,1,1,2,4,0,0.0,0.5,0.5,0.5,4,4,0,1.0,4,0.0
0,0,0,0,4,,0,Chase,Harler,Chase Harler,584aba27d95ef3f74c1c229c,0,4,0.0,1140,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,4,0,0,5bd06405aeda7199391283ea,0,4,0,4,0,0,0,4,0,0.0,0.0,0.0,1.0,0,0,0,0.0,4,0.0
0,0,0,2,0,,0,Brandon,Knapper,Brandon Knapper,59ed8bfff934491175f00d58,0,4,0.0,480,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,1,0,0,0,0,0,5bd06405aeda7199391283ea,0,2,0,1,0,0,2,2,0,0.0,0.0,0.0,1.0,1,0,1,0.0,1,0.0
0,0,0,6,5,,0,Wesley,Harris,Wesley Harris,59ed8bfff934491175f00d5b,3,11,0.2727272727272727,1560,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,1,0,0,5,4,0,5bd06405aeda7199391283ea,1,7,0,2,1,5,6,6,4,0.0,0.14,0.14,0.86,5,1,4,0.2,2,0.0
2,0,0,7,2,,1,Derek,Culver,Derek Culver,5be6b22885d07ba97640bbd6,12,10,1.2,1680,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,2,0,0,2,6,1,5bd06405aeda7199391283ea,3,4,0,0,6,9,8,1,3,1.0,0.75,0.75,0.25,4,3,1,0.75,0,0.0
0,0,0,1,1,,0,Andrew,Gordon,Andrew Gordon,5be6b22885d07ba97640bbdd,0,2,0.0,120,1,West Virginia Mountaineers,54457dd3300969b132fcfeb4,2,0,0,1,1,0,5bd06405aeda7199391283ea,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
2,0,0,3,5,,1,Jermaine,Haley,Jermaine Haley,5be6b22885d07ba97640bbe0,5,5,1.0,1740,2,West Virginia Mountaineers,54457dd3300969b132fcfeb4,2,0,0,5,0,0,5bd06405aeda7199391283ea,2,3,1,1,0,0,4,1,0,1.0,0.67,0.67,0.33,2,1,1,0.5,0,1.0
0,0,0,1,0,,0,Emmitt,Matthews jr,Emmitt Matthews jr,5be6b22885d07ba97640bbe4,0,1,0.0,60,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,0,1,0,5bd06405aeda7199391283ea,0,0,0,0,0,2,1,0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
0,0,0,0,0,,0,Jordan,Mccabe,Jordan Mccabe,5be6b22885d07ba97640bbe6,0,,,120,0,West Virginia Mountaineers,54457dd3300969b132fcfeb4,0,0,0,0,0,0,5bd06405aeda7199391283ea,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
2,0,0,2,2,,0,Thomas,Dziagwa,Thomas Dziagwa,584aba29d95ef3f74c1c2592,6,9,0.6666666666666666,1860,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,1,0,0,2,0,0,5bd02bbdaeda719939a79971,2,8,2,7,0,0,2,6,0,2.0,0.25,0.25,0.75,1,0,1,0.0,5,0.29
5,0,1,10,2,,3,Cameron,McGriff,Cameron McGriff,584aba29d95ef3f74c1c2593,15,17,0.8823529411764706,2340,3,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,2,3,1,5bd02bbdaeda719939a79971,5,14,2,7,3,5,13,9,2,0.0,0.36,0.36,0.64,7,3,4,0.43,5,0.29
2,0,0,5,2,,0,Lindy,Waters III,Lindy Waters III,584aba29d95ef3f74c1c2595,15,14,1.0714285714285714,2160,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,3,0,0,2,0,0,5bd02bbdaeda719939a79971,6,11,3,6,0,0,5,5,0,0.67,0.55,0.55,0.45,5,3,2,0.6,3,0.5
0,0,0,3,1,,0,Curtis,Jones,Curtis Jones,5be8162b85d07ba97612f00b,3,4,0.75,900,1,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,1,0,0,5bd02bbdaeda719939a79971,1,4,1,3,0,0,3,3,0,0.0,0.25,0.25,0.75,1,0,1,0.0,2,0.33
0,0,0,0,1,,0,Maurce,Calloo,Maurce Calloo,5be8162b85d07ba97612f00d,0,,,180,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,1,0,0,5bd02bbdaeda719939a79971,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
0,0,0,0,1,,0,Duncan,Demuth,Duncan Demuth,5be8162b85d07ba97612f00f,2,2,1.0,300,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,0,0,0,1,0,0,5bd02bbdaeda719939a79971,1,2,0,0,0,0,0,1,0,0.0,0.5,0.5,0.5,2,1,1,0.5,0,0.0
1,0,1,5,3,,1,Isaac,Likekele,Isaac Likekele,5be8162b85d07ba97612f011,4,11,0.36363636363636365,1380,1,Oklahoma State Cowboys,54457dd3300969b132fcfec9,3,0,0,3,3,1,5bd02bbdaeda719939a79971,1,7,0,2,2,3,6,6,1,0.33,0.14,0.14,0.86,5,1,4,0.2,2,0.0
0,0,1,3,5,,0,Yor,Anei,Yor Anei,5be8162b85d07ba97612f013,6,6,1.0,1560,0,Oklahoma State Cowboys,54457dd3300969b132fcfec9,2,0,0,5,2,0,5bd02bbdaeda719939a79971,2,2,0,0,2,2,3,0,0,0.0,1.0,1.0,0.0,2,2,0,1.0,0,0.0
1,0,0,2,4,,2,Michael,Weathers,Michael Weathers,5be8162b85d07ba97612f015,12,13,0.9230769230769231,1320,1,Oklahoma State Cowboys,54457dd3300969b132fcfec9,1,0,0,4,2,0,5bd02bbdaeda719939a79971,4,10,0,1,4,4,4,6,0,1.0,0.4,0.4,0.6,9,4,5,0.44,1,0.0
5,0,0,4,1,,1,Barry,Brown,Barry Brown,5646c398d269224c4b1412a7,8,17,0.47058823529411764,2220,0,Kansas State Wildcats,54457dd4300969b132fcff03,6,0,0,1,1,0,5bd04203aeda719939caccc0,3,10,1,4,1,2,5,7,1,0.83,0.3,0.3,0.7,6,2,4,0.33,3,0.25
0,0,0,0,0,,0,Pierson,McAtee,Pierson McAtee,566cd3b8d269224c4b2c4a7a,0,,,60,0,Kansas State Wildcats,54457dd4300969b132fcff03,0,0,0,0,0,0,5bd04203aeda719939caccc0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
3,0,0,4,1,,1,Cartier,Diarra,Cartier Diarra,584aba2dd95ef3f74c1c2701,6,11,0.5454545454545454,2040,1,Kansas State Wildcats,54457dd4300969b132fcff03,0,0,0,1,3,0,5bd04203aeda719939caccc0,2,8,0,3,2,5,5,6,3,0.0,0.25,0.25,0.75,5,2,3,0.4,3,0.0
2,0,1,2,2,,2,Xavier,Sneed,Xavier Sneed,584aba2dd95ef3f74c1c2705,9,11,0.8181818181818182,1980,0,Kansas State Wildcats,54457dd4300969b132fcff03,0,0,0,2,0,0,5bd04203aeda719939caccc0,3,11,3,7,0,0,4,8,0,0.0,0.27,0.27,0.73,4,0,4,0.0,4,0.43
0,0,0,0,1,,0,James,Love III,James Love III,584aba2dd95ef3f74c1c2706,0,,,60,0,Kansas State Wildcats,54457dd4300969b132fcff03,0,0,0,1,0,0,5bd04203aeda719939caccc0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
0,0,0,2,0,,0,Mike,McGuirl,Mike McGuirl,59ed8c00f934491175f017ad,5,4,1.25,1800,3,Kansas State Wildcats,54457dd4300969b132fcff03,0,0,0,0,1,1,5bd04203aeda719939caccc0,2,4,1,2,0,1,2,2,1,0.0,0.5,0.5,0.5,2,1,1,0.5,1,0.5
1,0,0,1,2,,2,"Levi ",Stockard III,Levi  Stockard III,59ed8c00f934491175f017b1,0,3,0.0,660,0,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,2,0,0,5bd04203aeda719939caccc0,0,2,0,0,0,0,3,2,0,1.0,0.0,0.0,1.0,2,0,2,0.0,0,0.0
0,0,0,0,0,,0,Nigel,Shadd,Nigel Shadd,59ed8c00f934491175f017b2,0,,,60,0,Kansas State Wildcats,54457dd4300969b132fcff03,0,0,0,0,0,0,5bd04203aeda719939caccc0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
0,0,1,2,1,,3,Makol,Mawien,Makol Mawien,59ed8c00f934491175f017b3,13,18,0.7222222222222222,1740,1,Kansas State Wildcats,54457dd4300969b132fcff03,2,0,0,1,3,0,5bd04203aeda719939caccc0,5,13,0,0,3,4,5,8,1,0.0,0.38,0.38,0.62,13,5,8,0.38,0,0.0
0,0,0,3,0,,1,Shaun,Neal-Williams,Shaun Neal-Williams,5be68e4985d07ba976f9f62f,6,6,1.0,1200,0,Kansas State Wildcats,54457dd4300969b132fcff03,1,0,0,0,1,0,5bd04203aeda719939caccc0,2,4,1,2,1,2,4,2,1,0.0,0.5,0.5,0.5,2,1,1,0.5,1,0.5
0,0,0,1,0,,0,Austin,Trice,Austin Trice,5be68e4985d07ba976f9f633,0,,,180,0,Kansas State Wildcats,54457dd4300969b132fcff03,0,0,0,0,0,0,5bd04203aeda719939caccc0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
1,0,1,4,3,,2,Kerwin,Roach Jr.,Kerwin Roach Jr.,5647dcd6d269224c4b141cf2,5,13,0.38461538461538464,1680,1,Texas-(Austin) Longhorns,54457dd3300969b132fcfe85,5,0,0,3,2,0,5bd068b4aeda7199391b7c02,2,8,0,3,1,2,6,6,1,0.2,0.25,0.25,0.75,5,2,3,0.4,3,0.0
